County,State,Population_Estimate_2015,Population_Estimate_2016,Population_Estimate_2017,LACCESS_POP15,LACCESS_LOWI15,LACCESS_HHNV15,LACCESS_CHILD15,LACCESS_SENIORS15,GROC16,SUPERC16,CONVS16,SPECS16,WICS16,GROCPTH16,SUPERCPTH16,CONVSPTH16,SPECSPTH16,WICSPTH16,FFR16,FSR16,FFRPTH16,FSRPTH16,FOODINSEC_15_17,VLFOODSEC_15_17,FMRKT_WIC18,FMRKT_WICCASH18,POVRATE15,CHILDPOVRATE15,PCT_WIC17
Jackson County,Oklahoma,"25,467","25,466","25,213",6368.276925,2342.127942,178.4898418,1720.318902,896.3972317,1,1,13,3,3,0.0393747,0.0393747,0.511871481,0.118124188,0.117804132,18,18,0.708745127,0.708745127,15,6.4,0,1,17.2,24.8,2.692684102
Jefferson County,Oklahoma,"6,268","6,254","6,175",1507.907679,816.7763488,106.0065673,372.8922886,297.2799596,2,0,6,0,3,0.32,0,0.96,0,0.479692996,3,5,0.48,0.8,15,6.4,0,0,19.9,30,2.692684102
Johnston County,Oklahoma,"10,957","11,111","11,097",3965.197053,1672.312911,153.571675,973.7039116,674.4836421,1,0,10,0,1,0.090163195,0,0.901631954,0,0.090000898,4,4,0.360652782,0.360652782,15,6.4,0,0,21.4,29.1,2.692684102
Kay County,Oklahoma,"45,274","44,957","44,522",14104.33265,6640.901744,629.0262414,3732.520097,2191.739621,8,1,24,2,8,0.177844964,0.0222306,0.533534891,0.0444612,0.177947819,39,34,0.866994198,0.755841096,15,6.4,1,0,18.7,27,2.692684102
Kingfisher County,Oklahoma,"15,556","15,573","15,663",1812.587555,375.0929486,94.09556426,490.6222553,238.7000723,3,1,12,0,5,0.19272774,0.06424258,0.77091096,0,0.321068525,9,15,0.57818322,0.9636387,15,6.4,0,0,10.6,13.4,2.692684102
Kiowa County,Oklahoma,"9,113","9,020","8,862",4663.12938,2333.934045,97.63353673,1012.196138,959.6084976,3,0,4,0,3,0.332299513,0,0.443066017,0,0.332594246,3,6,0.332299513,0.664599025,15,6.4,0,0,21.1,29.3,2.692684102
Latimer County,Oklahoma,"10,602","10,530","10,350",2849.98263,1163.082133,190.8976592,732.0037524,480.8856878,1,0,4,0,1,0.094679038,0,0.378716152,0,0.094966762,2,2,0.189358076,0.189358076,15,6.4,0,0,19.4,26.9,2.692684102
Le Flore County,Oklahoma,"49,784","49,942","49,874",7757.032543,4014.506391,657.9955889,1808.491924,1147.951455,8,1,39,3,12,0.160507203,0.0200634,0.782472613,0.0601902,0.240278721,18,17,0.361141206,0.341077806,15,6.4,0,1,19.3,27.4,2.692684102
Lincoln County,Oklahoma,"34,930","34,872","35,017",2533.057813,1087.817321,367.9936626,656.1032193,364.7132073,3,1,14,0,7,0.085827087,0.028609,0.400526406,0,0.200734109,18,23,0.514962522,0.658007667,15,6.4,0,0,14.7,20.5,2.692684102
Logan County,Oklahoma,"45,360","46,049","46,833",9026.693206,3663.301545,477.9276434,2050.084642,1082.38093,2,1,22,2,3,0.0434764,0.0217382,0.478240077,0.0434764,0.065147996,14,24,0.304334594,0.521716447,15,6.4,0,0,13.1,16.4,2.692684102
Love County,Oklahoma,"9,785","9,974","10,052",1911.045281,618.7551416,107.8063675,402.8604317,393.3437217,1,0,7,0,1,0.100220485,0,0.701543395,0,0.100260675,5,12,0.501102425,1.202645821,15,6.4,0,0,12.4,21.2,2.692684102
McClain County,Oklahoma,"37,985","38,611","39,334",3325.782827,1339.955918,249.4865431,944.3123861,421.7254143,2,2,27,1,4,0.0518148,0.0518148,0.699499987,0.0259074,0.103597417,24,21,0.621777766,0.544055545,15,6.4,1,0,10.7,14.2,2.692684102
McCurtain County,Oklahoma,"33,124","32,967","32,877",5508.484493,2942.507143,472.7425338,1332.51231,899.8827663,6,1,26,0,5,0.182265561,0.0303776,0.789817431,0,0.15166682,14,20,0.425286309,0.60755187,15,6.4,0,0,25.3,32.3,2.692684102
McIntosh County,Oklahoma,"19,816","19,767","19,735",2402.806581,1152.025399,213.9590987,468.8971994,523.7905271,7,1,13,1,5,0.354268941,0.0506098,0.657928033,0.0506098,0.252946824,8,13,0.404878789,0.657928033,15,6.4,0,0,21.3,31.9,2.692684102
Major County,Oklahoma,"7,759","7,733","7,674",1359.13354,371.9305665,42.25418002,281.351196,290.374568,3,0,7,0,2,0.387546829,0,0.904275933,0,0.258631825,2,4,0.258364552,0.516729105,15,6.4,0,0,10.8,13.6,2.692684102
Marshall County,Oklahoma,"16,260","16,249","16,413",3885.386015,1828.280747,268.5017407,1121.820728,558.9260239,4,1,10,0,3,0.246168995,0.0615422,0.615422488,0,0.184626743,9,9,0.553880239,0.553880239,15,6.4,0,0,17.1,25.5,2.692684102
Mayes County,Oklahoma,"40,885","41,021","40,969",4346.86785,1993.931289,789.7427942,1215.673618,602.5312772,6,2,23,0,7,0.146441472,0.0488138,0.561358977,0,0.170644298,26,32,0.634579713,0.781021185,15,6.4,0,0,18.5,25.9,2.692684102
Murray County,Oklahoma,"13,852","13,906","13,899",551.1260784,274.6546046,102.9177866,145.4281001,66.26113502,2,1,10,0,3,0.144279325,0.072139662,0.721396624,0,0.215734214,11,12,0.793536286,0.865675949,15,6.4,0,0,14.4,19.4,2.692684102
Muskogee County,Oklahoma,"69,331","69,026","68,959",10087.52776,4570.391648,596.4331544,2765.03067,1435.675665,14,1,35,5,10,0.202763375,0.0144831,0.506908438,0.072415491,0.144872949,55,42,0.796570402,0.608290125,15,6.4,0,0,21.1,27.6,2.692684102
Noble County,Oklahoma,"11,534","11,393","11,306",3302.80047,1341.746407,67.99664085,886.1486059,479.8325826,1,0,9,0,2,0.087997184,0,0.791974657,0,0.175546393,5,7,0.43998592,0.615980289,15,6.4,0,0,11.8,17.3,2.692684102
Nowata County,Oklahoma,"10,507","10,404","10,297",2221.797415,937.1176288,89.63587357,569.7155431,432.0532896,1,0,5,0,1,0.096144601,0,0.480723007,0,0.096116878,2,6,0.192289203,0.576867609,15,6.4,0,0,16.4,25.3,2.692684102
Okfuskee County,Oklahoma,"12,116","12,091","12,098",2436.265642,1293.948584,180.0355808,387.1203829,303.3487442,4,0,3,0,2,0.330387379,0,0.247790534,0,0.165412292,2,5,0.16519369,0.412984224,15,6.4,0,0,23.9,31.4,2.692684102
Oklahoma County,Oklahoma,"777,829","785,333","787,197",150328.1673,53763.64252,4093.686342,39511.1236,18112.00564,182,19,261,47,67,0.232081285,0.0242283,0.332819864,0.0599331,0.085314125,712,684,0.907922388,0.872217575,15,6.4,3,1,16.2,23.5,2.692684102
Okmulgee County,Oklahoma,"39,079","39,088","38,848",9046.591066,4059.845933,577.5306066,2219.011315,1483.756812,6,1,24,0,5,0.153436989,0.0255728,0.613747954,0,0.1279165,20,16,0.511456628,0.409165303,15,6.4,0,0,22.5,32.2,2.692684102
Osage County,Oklahoma,"47,342","47,378","47,328",14890.98249,6195.279883,676.154063,3952.155916,2361.162957,3,1,21,2,6,0.06340216,0.0211341,0.443815119,0.0422681,0.12664105,20,12,0.422681066,0.25360864,15,6.4,0,0,16.3,23.9,2.692684102
Ottawa County,Oklahoma,"31,845","31,578","31,325",4918.00796,2819.8976,310.5619323,1331.98312,869.0546378,2,1,15,2,3,0.063445738,0.0317229,0.475843035,0.063445738,0.095002852,15,24,0.475843035,0.761348856,15,6.4,0,0,23,33,2.692684102
Pawnee County,Oklahoma,"16,448","16,488","16,451",240.4977919,82.54855041,115.3473624,49.10589279,41.96170455,3,1,7,0,3,0.181763102,0.0605877,0.424113905,0,0.18195051,7,5,0.424113905,0.302938503,15,6.4,0,0,16,23.6,2.692684102
Payne County,Oklahoma,"81,324","81,799","81,867",16690.06755,7813.073624,711.0925147,3507.650603,2070.126728,5,3,41,5,10,0.0615392,0.0369235,0.504621595,0.0615392,0.122250885,68,45,0.836933378,0.55385297,15,6.4,0,0,22.7,18,2.692684102
Pittsburg County,Oklahoma,"44,711","44,341","44,145",19056.91312,7341.284396,581.6655085,3995.738669,3284.601824,5,1,38,2,5,0.112625296,0.0225251,0.855952247,0.0450501,0.112762451,32,31,0.720801892,0.698276833,15,6.4,0,1,17,23.3,2.692684102
Pontotoc County,Oklahoma,"38,354","38,525","38,354",8227.266594,3059.628523,373.7203376,1917.048106,1473.822305,6,1,20,2,5,0.156075228,0.0260125,0.520250761,0.0520251,0.129785851,22,23,0.572275837,0.598288375,15,6.4,0,0,15.4,20.6,2.692684102
Pottawatomie County,Oklahoma,"71,495","72,041","72,248",9451.210399,5389.917675,771.6566884,2541.335188,1206.308564,4,1,33,7,8,0.0555694,0.0138924,0.458447945,0.097246534,0.111047879,65,38,0.903003529,0.527909755,15,6.4,0,1,17,22.6,2.692684102
Pushmataha County,Oklahoma,"11,144","11,050","11,117",5048.168265,2435.906808,246.9428898,1086.668339,1035.670839,3,0,9,0,5,0.271149675,0,0.813449024,0,0.452488691,3,10,0.271149675,0.903832249,15,6.4,0,0,21.1,30.6,2.692684102
Roger Mills County,Oklahoma,"3,776","3,675","3,671",2001.024437,716.6647006,17.95263274,469.3919958,362.6324239,1,0,5,0,1,0.27100271,0,1.35501355,0,0.272108853,0,5,0,1.35501355,15,6.4,0,0,10.8,15.5,2.692684102
Rogers County,Oklahoma,"90,144","91,068","91,479",17566.42655,3849.179404,635.7475039,4382.231657,2831.02222,6,2,29,2,8,0.065969588,0.0219899,0.318853009,0.0219899,0.087846443,42,35,0.461787116,0.384822597,15,6.4,0,0,10,13.8,2.692684102
Seminole County,Oklahoma,"25,401","25,137","24,880",1914.045031,997.1515439,200.696004,542.9411322,274.4781535,4,1,18,0,6,0.158957241,0.0397393,0.715307582,0,0.238691971,15,11,0.596089652,0.437132411,15,6.4,0,0,20.7,30.5,2.692684102
Sequoyah County,Oklahoma,"41,374","41,453","41,334",4751.508997,2313.546484,570.0050207,1361.713147,617.8480401,9,1,29,0,6,0.217580505,0.0241756,0.701092738,0,0.144742236,23,24,0.556039068,0.580214679,15,6.4,0,0,24.4,32.7,2.692684102
Stephens County,Oklahoma,"44,607","44,037","43,411",6775.005589,2448.596089,299.6357007,1588.008373,1144.299785,7,1,36,3,5,0.159116223,0.0227309,0.818312004,0.068192667,0.113540888,26,32,0.591003114,0.727388448,15,6.4,0,0,15.6,21.9,2.692684102
Texas County,Oklahoma,"21,439","21,121","20,856",7447.302383,2929.112554,96.69810202,1976.659218,758.7007076,4,1,12,0,4,0.189295348,0.0473238,0.567886044,0,0.189384967,8,24,0.378590696,1.135772088,15,6.4,0,0,11.4,15.8,2.692684102
Tillman County,Oklahoma,"7,584","7,534","7,425",2761.778257,1143.759645,90.59551639,671.4557475,530.5567791,1,0,8,0,2,0.132802125,0,1.062416999,0,0.265463233,4,4,0.531208499,0.531208499,15,6.4,0,0,23.1,30.2,2.692684102
Tulsa County,Oklahoma,"640,979","646,396","646,727",145919.1651,56062.34806,5071.571111,38224.07288,18446.50591,94,16,211,32,62,0.145726945,0.0248046,0.327110483,0.0496092,0.095916435,584,526,0.905367402,0.815450777,15,6.4,1,0,15.9,22.6,2.692684102
Wagoner County,Oklahoma,"76,770","77,706","79,003",20762.94367,5805.623153,493.0719344,5758.211468,2339.682906,1,3,32,3,3,0.0129019,0.0387057,0.412860608,0.0387057,0.038607057,30,24,0.38705682,0.309645456,15,6.4,0,0,10.2,14.7,2.692684102
Washington County,Oklahoma,"52,106","52,036","52,016",16508.84202,6831.327605,303.7534898,4106.368146,2524.422752,6,1,22,3,6,0.11557576,0.0192626,0.423777786,0.0577879,0.11530479,34,40,0.654929306,0.770505066,15,6.4,0,0,13.5,19.7,2.692684102
Washita County,Oklahoma,"11,756","11,498","11,152",4515.676192,1673.650527,75.58642478,1263.388197,666.9933542,2,0,12,1,2,0.174307129,0,1.045842775,0.087153565,0.173943296,3,4,0.261460694,0.348614258,15,6.4,0,0,15.8,21.4,2.692684102
Woods County,Oklahoma,"9,293","9,147","9,064",2871.686352,759.1462599,66.23389425,608.4622201,642.2531346,3,1,5,1,3,0.328443179,0.10948106,0.547405299,0.10948106,0.327976376,9,8,0.985329538,0.875848478,15,6.4,0,0,13.8,15.6,2.692684102
Woodward County,Oklahoma,"21,609","20,970","20,497",5308.939943,1598.731628,88.34078517,1052.452051,764.3729919,2,1,17,2,4,0.095584018,0.047792,0.812464156,0.095584018,0.190748692,15,18,0.716880138,0.860256165,15,6.4,0,0,11.8,16.1,2.692684102
Baker County,Oregon,"15,873","15,951","16,079",7253.454355,3075.522846,167.6388666,1321.770604,1725.527146,3,1,8,2,5,0.188111362,0.062703787,0.501630298,0.125407575,0.313459963,9,26,0.564334086,1.63029847,12.9,5.4,1,1,15.3,27,2.161211871
Benton County,Oregon,"88,270","89,743","91,567",22296.29843,6054.826536,392.9529476,5228.42105,2988.917531,13,3,24,3,10,0.145583229,0.0335961,0.268769038,0.0335961,0.111429304,63,81,0.705518724,0.907095503,12.9,5.4,1,2,18.3,15,2.161211871
Clackamas County,Oregon,"399,799","406,794","412,821",52465.89127,11177.98646,1432.767471,13097.72012,6853.755059,58,13,108,27,51,0.142618275,0.0319662,0.265565063,0.066391266,0.125370577,244,329,0.599980329,0.808989869,12.9,5.4,4,3,9.4,12.3,2.161211871
Clatsop County,Oregon,"37,800","38,686","39,119",6399.462374,2256.48364,409.9042498,1407.468267,928.9085517,16,2,22,11,7,0.414110826,0.0517639,0.569402386,0.284701193,0.180944011,37,100,0.957631286,2.588192665,12.9,5.4,3,2,13.9,21.5,2.161211871
Columbia County,Oregon,"49,656","50,930","51,795",7244.595964,1905.520103,361.3067074,1612.797596,1109.351867,8,2,21,3,7,0.157214165,0.0393035,0.412687183,0.0589553,0.137443557,27,31,0.530597807,0.609204889,12.9,5.4,1,0,13.4,16.6,2.161211871
Coos County,Oregon,"62,654","63,347","63,781",7125.65679,3156.090429,535.9643296,1308.87012,1668.78102,16,4,28,9,13,0.252465483,0.063116371,0.441814596,0.142011834,0.205218866,37,75,0.58382643,1.183431953,12.9,5.4,2,1,18.7,29.8,2.161211871
Crook County,Oregon,"21,459","22,313","23,091",3539.212454,1686.563973,137.3038642,810.4153476,695.3717231,4,1,10,3,3,0.179018976,0.0447547,0.44754744,0.134264232,0.134450763,9,16,0.402792696,0.716075904,12.9,5.4,1,1,15.9,25.6,2.161211871
Curry County,Oregon,"22,296","22,611","22,676",2747.267253,1138.823401,217.5631269,378.437266,887.5130876,7,2,11,3,5,0.309899061,0.088542589,0.486984239,0.132813883,0.22113131,15,42,0.664069417,1.859394369,12.9,5.4,0,1,17.2,27,2.161211871
Deschutes County,Oregon,"174,244","180,649","186,807",24606.48525,8288.187228,749.3344575,5991.200154,3342.943035,38,8,44,22,26,0.210322402,0.0442784,0.243531202,0.121765601,0.143925518,150,207,0.830220008,1.145703611,12.9,5.4,0,0,13.4,18.2,2.161211871
Douglas County,Oregon,"107,191","108,154","109,284",27253.65344,11902.49912,1179.048739,5817.01795,4977.381135,27,6,64,7,19,0.249768733,0.0555042,0.592044403,0.064754857,0.175675422,70,87,0.647548566,0.804810361,12.9,5.4,5,2,19.5,30.7,2.161211871
Gilliam County,Oregon,"1,868","1,857","1,865",1022.111729,309.4274691,11.90431716,217.9293501,167.8661196,3,0,1,0,3,1.613770845,0,0.537923615,0,1.615508914,1,5,0.537923615,2.689618074,12.9,5.4,1,0,12.9,17.9,2.161211871
Grant County,Oregon,"7,209","7,169","7,170",2963.728525,1313.199497,103.8339305,543.8092356,732.7182753,3,0,3,1,2,0.417594655,0,0.417594655,0.139198218,0.278978944,5,10,0.695991091,1.391982183,12.9,5.4,0,0,16.4,26.4,2.161211871
Harney County,Oregon,"7,149","7,247","7,286",2747.205093,1129.844078,52.78417468,652.7075707,518.02916,2,0,7,0,2,0.275444154,0,0.964054538,0,0.27597627,10,10,1.377220768,1.377220768,12.9,5.4,0,0,16.3,25.5,2.161211871
Hood River County,Oregon,"22,955","23,103","23,476",1437.560114,353.4649599,123.108755,390.7780908,198.7290216,11,0,13,6,6,0.47693375,0,0.563648977,0.260145682,0.259706527,24,37,1.040582726,1.604231703,12.9,5.4,2,1,11.5,17.9,2.161211871
Jackson County,Oregon,"211,432","214,353","216,761",38777.25425,14962.45349,903.0544476,9237.273138,6732.680066,35,9,77,20,30,0.163013609,0.0419178,0.35862994,0.093150634,0.139956057,155,201,0.721917413,0.936163871,12.9,5.4,3,4,19.3,25.2,2.161211871
Jefferson County,Oregon,"22,555","23,061","23,700",4096.140496,1863.485294,186.1204061,1085.115538,567.4202809,7,1,10,1,3,0.302781262,0.0432545,0.43254466,0.0432545,0.13008976,12,13,0.519053592,0.562308058,12.9,5.4,0,0,21.9,31.7,2.161211871
Josephine County,Oregon,"84,508","85,489","86,653",16477.70188,7143.410109,874.5872401,3631.841877,3705.224481,16,3,37,5,13,0.187489747,0.0351543,0.433570039,0.0585905,0.15206635,52,72,0.609341677,0.84370386,12.9,5.4,1,1,21.9,34.4,2.161211871
Klamath County,Oregon,"65,661","66,168","66,789",24263.31887,9538.360274,596.6203907,5032.200032,4624.461459,16,3,29,5,8,0.241389195,0.0452605,0.437517916,0.075434123,0.120904364,43,69,0.648733461,1.040990903,12.9,5.4,1,1,19.9,29.4,2.161211871
Lake County,Oregon,"7,782","7,843","7,890",3444.158709,1801.026832,103.6675161,676.9965712,757.4427971,1,0,5,1,3,0.127877238,0,0.639386189,0.127877238,0.382506698,6,13,0.767263427,1.662404092,12.9,5.4,1,1,18.6,26.1,2.161211871
Lane County,Oregon,"362,047","369,061","375,617",63271.5807,22311.61813,2140.46154,14544.89831,8887.17757,61,18,161,32,51,0.165633494,0.0488755,0.437163812,0.086889702,0.138188541,315,337,0.855320501,0.915057171,12.9,5.4,6,2,19,23.1,2.161211871
Lincoln County,Oregon,"47,008","47,839","48,820",7837.11124,2979.364357,511.9106429,1340.648935,1870.574318,17,3,18,10,15,0.354928284,0.062634403,0.375806418,0.208781343,0.313551694,34,102,0.709856567,2.129569702,12.9,5.4,5,3,17,27.9,2.161211871
Linn County,Oregon,"120,244","122,730","124,977",25681.14898,10047.55935,860.9980428,6351.875562,3579.137774,19,7,57,6,16,0.154849226,0.0570497,0.464547677,0.0488998,0.130367473,64,82,0.521597392,0.668296659,12.9,5.4,3,3,15.8,22.4,2.161211871
Malheur County,Oregon,"30,237","30,367","30,460",3529.120219,2202.806519,122.9973946,754.7538405,526.5277278,6,2,7,2,5,0.197413878,0.065804626,0.230316191,0.065804626,0.164652422,20,32,0.658046261,1.052874017,12.9,5.4,0,1,24.9,33.9,2.161211871
Marion County,Oregon,"329,287","335,816","341,217",45615.72138,16768.12743,1193.816151,12332.00308,5553.29388,44,11,138,35,39,0.131043643,0.0327609,0.411000518,0.104239262,0.116135024,245,242,0.729674833,0.720740039,12.9,5.4,6,6,16.8,24.1,2.161211871
Morrow County,Oregon,"11,147","11,229","11,215",3973.419455,1623.991125,61.5076899,1226.450501,422.159868,1,0,3,0,5,0.089134504,0,0.267403512,0,0.445275635,2,7,0.178269008,0.623941528,12.9,5.4,0,0,15,22.9,2.161211871
Multnomah County,Oregon,"790,230","803,741","808,781",67238.86569,19675.38992,1814.792921,15618.14077,7540.079525,152,21,311,96,87,0.189635189,0.0261996,0.388003578,0.119769593,0.108243823,684,1240,0.853358352,1.547023913,12.9,5.4,26,17,15.7,18.5,2.161211871
Polk County,Oregon,"78,991","81,468","83,751",22526.26468,7611.831878,540.1399177,5281.186027,3162.033777,10,1,26,1,9,0.122786768,0.0122787,0.319245598,0.0122787,0.110472821,43,48,0.527983105,0.589376489,12.9,5.4,1,1,13.7,18.1,2.161211871
Sherman County,Oregon,"1,689","1,711","1,741",1439.767983,546.4155599,15.70381736,275.9832271,317.6601808,0,0,5,0,,0,0,2.912055911,0,,1,4,0.582411182,2.329644729,12.9,5.4,0,0,16.3,20.7,2.161211871
Tillamook County,Oregon,"25,567","26,129","26,574",2211.503351,940.4570293,301.0978431,479.4362802,307.5669017,9,1,19,4,7,0.343393491,0.0381548,0.724941814,0.152619329,0.26790157,11,57,0.419703155,2.174825442,12.9,5.4,3,1,15.5,25.2,2.161211871
Umatilla County,Oregon,"76,498","76,674","77,096",23442.08319,9090.548544,955.1685469,6499.083742,3301.435628,14,4,34,4,12,0.182650785,0.0521859,0.443580477,0.0521859,0.156506762,38,64,0.495766416,0.834975016,12.9,5.4,2,2,19.2,26.3,2.161211871
Union County,Oregon,"25,698","26,064","26,286",5001.269257,2140.972726,122.4634834,1118.604207,971.1668837,7,2,12,0,7,0.268786238,0.076796068,0.460776408,0,0.268569678,19,21,0.729562646,0.806358714,12.9,5.4,0,0,16.5,21.2,2.161211871
Wallowa County,Oregon,"6,812","6,912","7,035",1895.861933,731.1158497,116.4354323,348.5992975,457.9112102,5,0,3,0,3,0.722961249,0,0.43377675,0,0.434027791,4,22,0.578368999,3.181029497,12.9,5.4,3,2,16.1,26.2,2.161211871
Wasco County,Oregon,"25,455","25,776","26,321",10369.72557,4322.307727,364.0128823,2391.977934,1924.079115,7,2,11,2,5,0.270573229,0.077306637,0.425186502,0.077306637,0.193978891,18,35,0.695759731,1.352866144,12.9,5.4,2,3,16,24.1,2.161211871
Washington County,Oregon,"572,872","584,835","591,164",59768.69852,10125.23948,732.8621946,17881.14441,4599.30597,83,20,140,42,66,0.142430831,0.0343207,0.240244775,0.072073433,0.112852342,419,438,0.719018291,0.751622939,12.9,5.4,12,4,10.5,12.3,2.161211871
Wheeler County,Oregon,"1,326","1,320","1,355",1440.999998,543.0516934,14.78469354,258.9999995,420.0000009,1,0,1,0,2,0.754147813,0,0.754147813,0,1.515151501,0,3,0,2.262443439,12.9,5.4,0,0,21.4,43.6,2.161211871
Yamhill County,Oregon,"101,449","104,264","105,572",17001.72925,5513.556412,582.8249116,4728.396425,2387.283091,21,3,31,7,15,0.201696169,0.0288137,0.297741963,0.067232056,0.14386557,46,82,0.441810655,0.787575516,12.9,5.4,1,0,13.3,18.1,2.161211871
Adams County,Pennsylvania,"101,776","101,812","102,367",11147.06834,2991.948532,700.5589243,2662.714397,1817.264969,11,0,30,14,9,0.108178278,0,0.295031667,0.137681444,0.088398226,74,71,0.727744778,0.698241611,12.1,4,2,1,8.5,13.5,1.765328805
Allegheny County,Pennsylvania,"1,228,965","1,226,660","1,220,656",312479.1856,69656.1881,11792.75578,68150.26812,53613.31631,219,12,431,79,98,0.178403702,0.0097755,0.351105003,0.064355673,0.079891741,1022,1097,0.832550611,0.893647769,12.1,4,4,5,12.2,16.5,1.765328805
Armstrong County,Pennsylvania,"66,753","66,299","65,876",5493.644379,1761.784488,1127.377114,1191.389044,944.6891576,11,0,30,4,9,0.166333999,0,0.453638178,0.0604851,0.135748655,30,42,0.453638178,0.635093449,12.1,4,0,0,12.6,19.2,1.765328805
Beaver County,Pennsylvania,"168,267","166,772","165,703",62536.29846,20136.14672,3609.226696,12893.09533,11528.85769,25,3,64,5,15,0.149590421,0.0179509,0.382951479,0.0299181,0.089943156,108,88,0.646230621,0.526558283,12.1,4,0,0,13.1,20.3,1.765328805
Bedford County,Pennsylvania,"48,735","48,589","48,438",3410.102452,1114.12706,769.9446483,629.4209492,840.7404526,15,0,25,5,6,0.308312094,0,0.51385349,0.102770698,0.123484738,20,35,0.411082792,0.719394886,12.1,4,0,0,13.9,19,1.765328805
Berks County,Pennsylvania,"415,193","415,748","417,524",66148.04035,14235.91694,2175.147737,15721.48785,9559.563688,74,7,124,48,112,0.177999288,0.0168378,0.298269077,0.115458998,0.269393951,261,287,0.6278083,0.69034859,12.1,4,0,0,12.6,19.9,1.765328805
Blair County,Pennsylvania,"124,585","123,680","123,175",30041.74616,10242.07792,1797.230306,6115.644298,5533.588917,19,3,47,16,17,0.153316065,0.0242078,0.379255529,0.129108265,0.137451485,99,92,0.798857392,0.742372526,12.1,4,0,0,15.3,22.5,1.765328805
Bradford County,Pennsylvania,"61,648","61,098","60,988",6257.840588,2350.706267,795.1573983,1478.82151,1088.676896,14,0,35,5,7,0.229560883,0,0.573902207,0.08198603,0.114570037,33,40,0.541107795,0.655888237,12.1,4,0,0,13,19.8,1.765328805
Bucks County,Pennsylvania,"625,366","625,925","627,028",188961.8592,25034.56472,2715.81309,46741.86576,25454.6765,91,10,166,75,52,0.145193227,0.0159553,0.264857974,0.119664747,0.083077043,484,481,0.772236502,0.767449912,12.1,4,3,1,6.3,7.8,1.765328805
Butler County,Pennsylvania,"185,937","186,248","187,004",35420.66462,6072.471971,1864.85819,8579.238507,5577.046502,31,4,69,13,18,0.166481389,0.0214815,0.37055535,0.069814776,0.096645333,111,129,0.59611078,0.692777393,12.1,4,1,0,9.5,11.3,1.765328805
Cambria County,Pennsylvania,"136,029","134,416","133,054",36952.97604,12778.76047,2142.016342,6886.860331,7054.719263,29,2,49,7,16,0.215913575,0.0148906,0.364819489,0.0521171,0.119033448,106,86,0.789201343,0.640295429,12.1,4,3,1,14.9,21.5,1.765328805
Cameron County,Pennsylvania,"4,775","4,710","4,621",466.5643693,168.9326641,59.36731439,58.25538043,115.8750447,1,0,3,0,1,0.21353833,0,0.64061499,0,0.212314218,1,6,0.21353833,1.281229981,12.1,4,0,0,13.3,22.4,1.765328805
Carbon County,Pennsylvania,"63,773","63,522","63,865",7212.786463,2411.195665,963.0175675,1543.605002,1245.570209,11,1,19,6,7,0.173187436,0.0157443,0.299141935,0.094465874,0.110198043,29,60,0.456585059,0.944658742,12.1,4,0,0,11.5,18.8,1.765328805
Centre County,Pennsylvania,"160,442","162,062","162,250",24825.63572,5750.258995,1841.316455,4766.364258,3614.549191,17,3,47,12,13,0.104884534,0.018509,0.289974889,0.074036142,0.080216214,105,111,0.647816242,0.684834313,12.1,4,2,2,16.1,12.2,1.765328805
Chester County,Pennsylvania,"515,137","516,813","518,934",198074.3081,30785.70833,4268.370585,52154.00288,24099.36748,65,4,131,37,32,0.125849728,0.0077446,0.253635605,0.071637537,0.061917946,344,359,0.666035482,0.695077727,12.1,4,5,1,6,7.4,1.765328805
Clarion County,Pennsylvania,"38,871","38,591","38,975",2152.682489,911.2219103,714.7276128,338.9016783,381.3301628,8,1,20,2,5,0.207479641,0.025935,0.518699103,0.0518699,0.129563883,22,35,0.570569013,0.90772343,12.1,4,0,0,17.4,21.3,1.765328805
Clearfield County,Pennsylvania,"80,717","80,178","79,775",11298.53451,3927.831201,1065.907919,2278.360035,1957.680171,17,2,32,5,13,0.212407072,0.0249891,0.399825077,0.0624727,0.162139237,48,70,0.599737615,0.874617355,12.1,4,2,0,16.6,26.2,1.765328805
Clinton County,Pennsylvania,"39,381","38,996","38,837",6905.32941,2211.103464,591.9869155,1559.645123,1336.788714,5,1,13,0,4,0.128254457,0.0256509,0.333461588,0,0.102574624,19,30,0.487366936,0.769526741,12.1,4,0,0,16,22.3,1.765328805
Columbia County,Pennsylvania,"66,702","66,166","65,649",6681.218041,2001.150629,575.4562278,1261.945721,1333.870312,10,1,28,6,8,0.151167009,0.0151167,0.423267626,0.090700206,0.120908022,58,60,0.876768654,0.907002056,12.1,4,1,0,15,18.5,1.765328805
Crawford County,Pennsylvania,"86,510","86,306","85,788",10527.28117,3346.075617,1742.818554,2299.173504,1902.774097,20,2,26,7,12,0.231200509,0.0231201,0.300560661,0.080920178,0.139040157,40,67,0.462401017,0.774521704,12.1,4,1,0,15.3,23.5,1.765328805
Cumberland County,Pennsylvania,"245,766","247,435","249,238",52825.62343,11176.08716,1898.25854,10767.77162,7334.880304,38,6,72,16,26,0.153286998,0.0242032,0.290438522,0.064541894,0.105078101,188,172,0.758367251,0.693825358,12.1,4,2,0,7.3,10.4,1.765328805
